robustness_category,difficulty,object_specie_pair,num_questions,question,average_technical_accuracy,average_comprehensiveness,average_relevance,average_style_and_clarity,average_overall_score
general,general,screw-scratch_head,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",3.4,3.0,4.2,4.8,3.4
general,general,screw-scratch_head,5,"What is the object in the image, and what is its intended function?",3.8,4.0,5.0,5.0,3.8
general,general,screw-scratch_head,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",4.2,4.0,5.0,5.0,3.8
general,general,screw-thread_side,5,Explain the intended function or use of the object shown when it is in ideal condition.,5.0,4.4,5.0,5.0,4.4
general,general,screw-thread_side,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",4.0,3.2,5.0,5.0,3.8
general,general,screw-thread_side,5,"What is the object in the image, and what is its intended function?",4.0,4.4,5.0,5.0,4.0
general,general,screw-thread_side,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",4.6,4.0,5.0,5.0,4.0
general,general,tile-crack,5,Explain the intended function or use of the object shown when it is in ideal condition.,2.8,2.4,3.6,4.8,2.8
general,general,tile-crack,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",2.4,2.8,3.6,5.0,2.4
general,general,tile-crack,5,"What is the object in the image, and what is its intended function?",2.4,2.2,3.4,4.6,2.4
general,general,tile-crack,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",2.4,2.4,3.4,4.8,2.4
general,general,tile-glue_strip,5,Explain the intended function or use of the object shown when it is in ideal condition.,1.8,1.6,1.8,4.6,1.6
general,general,tile-glue_strip,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",1.8,2.0,2.8,4.8,2.0
general,general,tile-glue_strip,5,"What is the object in the image, and what is its intended function?",1.2,1.4,1.6,4.8,1.4
general,general,tile-glue_strip,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",1.0,1.4,1.8,4.8,1.6
general,general,tile-good,5,Explain the intended function or use of the object shown when it is in ideal condition.,4.0,3.6,5.0,5.0,4.0
general,general,tile-good,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",2.0,2.8,3.6,4.8,2.0
general,general,tile-good,5,"What is the object in the image, and what is its intended function?",3.0,3.0,4.0,4.8,3.0
general,general,tile-good,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",2.6,2.6,3.6,5.0,2.6
general,general,tile-gray_stroke,5,Explain the intended function or use of the object shown when it is in ideal condition.,3.0,3.0,4.2,4.8,3.2
general,general,tile-gray_stroke,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",2.4,3.0,4.4,4.8,2.8
general,general,tile-gray_stroke,5,"What is the object in the image, and what is its intended function?",2.0,2.0,2.8,5.0,2.0
general,general,tile-gray_stroke,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",2.4,2.6,4.0,5.0,2.6
general,general,tile-oil,5,Explain the intended function or use of the object shown when it is in ideal condition.,3.2,3.0,3.8,5.0,3.0
general,general,tile-oil,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",2.2,3.2,4.0,5.0,2.6
general,general,tile-oil,5,"What is the object in the image, and what is its intended function?",1.8,2.0,2.6,4.8,1.8
general,general,tile-oil,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",1.4,1.4,2.0,4.8,1.4
general,general,toothbrush-defective,5,Explain the intended function or use of the object shown when it is in ideal condition.,5.0,4.4,5.0,5.0,4.6
general,general,toothbrush-defective,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",4.0,3.0,4.2,5.0,3.8
general,general,toothbrush-defective,5,"What is the object in the image, and what is its intended function?",5.0,4.6,5.0,5.0,4.6
general,general,toothbrush-defective,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",4.4,3.6,4.6,5.0,4.0
general,general,toothbrush-good,5,Explain the intended function or use of the object shown when it is in ideal condition.,5.0,4.6,5.0,5.0,4.6
general,general,toothbrush-good,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",4.4,4.0,5.0,5.0,4.2
general,general,toothbrush-good,5,"What is the object in the image, and what is its intended function?",5.0,4.8,5.0,5.0,5.0
general,general,toothbrush-good,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",4.0,3.4,4.6,5.0,3.8
general,domain,transistor-bent_lead,5,Explain the intended function or use of the object shown when it is in ideal condition.,4.6,4.4,5.0,5.0,4.4
general,domain,transistor-bent_lead,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",3.2,3.2,4.2,4.8,3.2
general,domain,transistor-bent_lead,5,"What is the object in the image, and what is its intended function?",4.4,4.8,5.0,5.0,4.4
general,domain,transistor-bent_lead,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",3.8,4.0,4.8,5.0,3.8
general,domain,transistor-cut_lead,5,Explain the intended function or use of the object shown when it is in ideal condition.,5.0,4.8,5.0,5.0,4.8
general,domain,transistor-cut_lead,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",3.6,3.2,4.2,5.0,3.6
general,domain,transistor-cut_lead,5,"What is the object in the image, and what is its intended function?",4.0,4.6,4.8,5.0,4.0
general,domain,transistor-cut_lead,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",3.2,3.4,4.6,5.0,3.2
general,domain,transistor-damaged_case,5,Explain the intended function or use of the object shown when it is in ideal condition.,4.8,4.8,5.0,5.0,4.8
general,domain,transistor-damaged_case,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",3.4,3.2,4.2,5.0,3.4
general,domain,transistor-damaged_case,5,"What is the object in the image, and what is its intended function?",4.2,4.4,5.0,5.0,4.2
general,domain,transistor-damaged_case,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",3.0,3.4,4.2,5.0,3.2
general,domain,transistor-good,5,Explain the intended function or use of the object shown when it is in ideal condition.,5.0,4.4,5.0,5.0,4.4
general,domain,transistor-good,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",3.8,3.6,4.8,5.0,3.8
general,domain,transistor-good,5,"What is the object in the image, and what is its intended function?",4.2,4.4,5.0,5.0,4.2
general,domain,transistor-good,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",4.2,4.0,4.8,5.0,4.0
general,domain,transistor-misplaced,5,Explain the intended function or use of the object shown when it is in ideal condition.,2.6,2.6,2.6,5.0,2.6
general,domain,transistor-misplaced,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",2.8,3.0,4.4,5.0,3.0
general,domain,transistor-misplaced,5,"What is the object in the image, and what is its intended function?",2.6,2.6,2.6,5.0,2.6
general,domain,transistor-misplaced,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",2.8,3.4,4.2,5.0,3.0
general,general,wood-color,5,Explain the intended function or use of the object shown when it is in ideal condition.,4.4,4.0,5.0,4.8,4.2
general,general,wood-color,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",4.2,4.0,5.0,5.0,4.0
general,general,wood-color,5,"What is the object in the image, and what is its intended function?",3.6,3.6,4.6,5.0,3.6
general,general,wood-color,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",4.4,4.2,5.0,5.0,4.4
general,general,wood-combined,5,Explain the intended function or use of the object shown when it is in ideal condition.,5.0,4.4,5.0,4.8,4.4
general,general,wood-combined,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",3.8,4.0,4.6,4.8,3.6
general,general,wood-combined,5,"What is the object in the image, and what is its intended function?",4.6,4.6,5.0,5.0,4.6
general,general,wood-combined,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",4.2,3.8,5.0,5.0,3.8
general,general,wood-good,5,Explain the intended function or use of the object shown when it is in ideal condition.,4.6,4.4,5.0,4.8,4.4
general,general,wood-good,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",3.8,4.0,5.0,4.6,3.8
general,general,wood-good,5,"What is the object in the image, and what is its intended function?",4.6,4.4,5.0,5.0,4.6
general,general,wood-good,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",4.2,4.0,4.8,4.8,4.0
general,general,wood-liquid,5,Explain the intended function or use of the object shown when it is in ideal condition.,3.6,3.4,4.2,5.0,3.4
general,general,wood-liquid,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",3.6,3.6,5.0,5.0,3.6
general,general,wood-liquid,5,"What is the object in the image, and what is its intended function?",3.8,3.4,4.2,5.0,3.4
general,general,wood-liquid,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",3.8,3.4,4.4,4.8,3.6
general,general,wood-scratch,5,Explain the intended function or use of the object shown when it is in ideal condition.,4.6,3.8,5.0,5.0,4.0
general,general,wood-scratch,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",3.2,3.4,4.2,4.4,3.2
general,general,wood-scratch,5,"What is the object in the image, and what is its intended function?",4.2,4.4,5.0,5.0,4.2
general,general,wood-scratch,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",4.0,4.0,5.0,4.8,4.0
general,general,zipper-broken_teeth,5,Explain the intended function or use of the object shown when it is in ideal condition.,5.0,5.0,5.0,5.0,5.0
general,general,zipper-broken_teeth,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",2.6,3.0,4.6,5.0,2.8
general,general,zipper-broken_teeth,5,"What is the object in the image, and what is its intended function?",5.0,5.0,5.0,5.0,5.0
general,general,zipper-broken_teeth,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",3.0,3.8,4.8,5.0,3.0
general,general,zipper-combined,5,Explain the intended function or use of the object shown when it is in ideal condition.,5.0,4.6,5.0,5.0,4.6
general,general,zipper-combined,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",3.4,3.8,4.6,5.0,3.4
general,general,zipper-combined,5,"What is the object in the image, and what is its intended function?",5.0,5.0,5.0,5.0,5.0
general,general,zipper-combined,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",2.8,3.2,4.6,5.0,2.8
general,general,zipper-fabric_interior,5,Explain the intended function or use of the object shown when it is in ideal condition.,5.0,4.6,5.0,5.0,4.8
general,general,zipper-fabric_interior,5,"List the main attributes of the product in the image (e.g., color, texture, and material).",3.2,3.2,4.2,5.0,3.2
general,general,zipper-fabric_interior,5,"What is the object in the image, and what is its intended function?",5.0,5.0,5.0,5.0,5.0
general,general,zipper-fabric_interior,5,"What is the object shown, and what are its key features (e.g. color, material, and shape)?",3.0,3.8,4.8,5.0,3.0
